,date,flag,id,year,month,day
14060,1932-04-04,users_date,14061,1932,4,4
14061,1964-08-04,users_date,14062,1964,8,4
14062,1943-10-12,users_date,14063,1943,10,12
14063,1989-06-05,users_date,14064,1989,6,5
14064,1977-11-23,users_date,14065,1977,11,23
14065,1990-03-10,users_date,14066,1990,3,10
14066,1979-09-08,users_date,14067,1979,9,8
14067,1970-06-28,users_date,14068,1970,6,28
14068,1996-11-20,users_date,14069,1996,11,20
14069,1994-06-21,users_date,14070,1994,6,21
14070,1985-02-25,users_date,14071,1985,2,25
14071,1971-01-12,users_date,14072,1971,1,12
14072,1984-02-09,users_date,14073,1984,2,9
14073,1995-08-15,users_date,14074,1995,8,15
14074,1946-07-29,users_date,14075,1946,7,29
14075,1983-07-19,users_date,14076,1983,7,19
14076,1991-04-09,users_date,14077,1991,4,9
14077,1978-08-17,users_date,14078,1978,8,17
14078,1985-12-24,users_date,14079,1985,12,24
14079,1978-05-02,users_date,14080,1978,5,2
14080,1978-09-26,users_date,14081,1978,9,26
14081,1968-04-17,users_date,14082,1968,4,17
14082,1947-01-08,users_date,14083,1947,1,8
14083,1975-10-15,users_date,14084,1975,10,15
14084,1992-06-06,users_date,14085,1992,6,6
14085,1965-10-19,users_date,14086,1965,10,19
14086,1995-01-01,users_date,14087,1995,1,1
14087,1970-08-04,users_date,14088,1970,8,4
14088,1979-11-01,users_date,14089,1979,11,1
14089,1965-06-11,users_date,14090,1965,6,11
14090,1959-04-13,users_date,14091,1959,4,13
14091,1964-06-20,users_date,14092,1964,6,20
14092,1975-08-01,users_date,14093,1975,8,1
14093,1946-12-26,users_date,14094,1946,12,26
14094,1985-12-16,users_date,14095,1985,12,16
14095,1942-04-07,users_date,14096,1942,4,7
14096,1945-04-21,users_date,14097,1945,4,21
14097,1975-01-19,users_date,14098,1975,1,19
14098,1978-07-23,users_date,14099,1978,7,23
14099,1979-05-11,users_date,14100,1979,5,11
14100,1964-06-23,users_date,14101,1964,6,23
14101,1992-11-05,users_date,14102,1992,11,5
14102,1990-10-28,users_date,14103,1990,10,28
14103,1987-10-26,users_date,14104,1987,10,26
14104,1992-04-06,users_date,14105,1992,4,6
14105,1982-05-10,users_date,14106,1982,5,10
14106,1942-05-02,users_date,14107,1942,5,2
14107,1937-11-09,users_date,14108,1937,11,9
14108,1938-02-24,users_date,14109,1938,2,24
14109,1959-09-14,users_date,14110,1959,9,14
14110,1980-05-05,users_date,14111,1980,5,5
14111,1962-04-18,users_date,14112,1962,4,18
14112,1987-05-14,users_date,14113,1987,5,14
14113,1934-01-04,users_date,14114,1934,1,4
14114,1961-11-11,users_date,14115,1961,11,11
14115,1999-09-25,users_date,14116,1999,9,25
14116,1936-03-05,users_date,14117,1936,3,5
14117,1994-09-29,users_date,14118,1994,9,29
14118,1983-02-03,users_date,14119,1983,2,3
14119,1934-02-18,users_date,14120,1934,2,18
14120,1950-04-18,users_date,14121,1950,4,18
14121,1946-03-02,users_date,14122,1946,3,2
14122,1957-08-14,users_date,14123,1957,8,14
14123,1990-12-24,users_date,14124,1990,12,24
14124,1978-09-11,users_date,14125,1978,9,11
14125,1953-10-03,users_date,14126,1953,10,3
14126,1950-05-15,users_date,14127,1950,5,15
14127,1952-10-12,users_date,14128,1952,10,12
14128,1988-04-15,users_date,14129,1988,4,15
14129,1979-04-06,users_date,14130,1979,4,6
14130,1981-10-27,users_date,14131,1981,10,27
14131,1982-06-28,users_date,14132,1982,6,28
14132,1989-05-15,users_date,14133,1989,5,15
14133,1993-06-21,users_date,14134,1993,6,21
14134,1986-05-04,users_date,14135,1986,5,4
14135,1993-04-07,users_date,14136,1993,4,7
14136,1962-11-21,users_date,14137,1962,11,21
14137,1979-02-18,users_date,14138,1979,2,18
14138,1934-01-11,users_date,14139,1934,1,11
14139,1973-09-15,users_date,14140,1973,9,15
14140,1933-12-30,users_date,14141,1933,12,30
14141,1963-08-19,users_date,14142,1963,8,19
14142,1998-06-23,users_date,14143,1998,6,23
14143,1964-08-19,users_date,14144,1964,8,19
14144,1986-06-08,users_date,14145,1986,6,8
14145,1997-04-28,users_date,14146,1997,4,28
14146,1962-12-11,users_date,14147,1962,12,11
14147,1981-03-13,users_date,14148,1981,3,13
14148,1943-01-01,users_date,14149,1943,1,1
14149,1933-09-14,users_date,14150,1933,9,14
14150,1958-05-10,users_date,14151,1958,5,10
14151,1949-05-12,users_date,14152,1949,5,12
14152,1953-07-11,users_date,14153,1953,7,11
14153,1999-08-15,users_date,14154,1999,8,15
14154,1945-12-16,users_date,14155,1945,12,16
14155,1977-02-09,users_date,14156,1977,2,9
14156,1959-12-25,users_date,14157,1959,12,25
14157,1986-08-16,users_date,14158,1986,8,16
14158,1934-12-08,users_date,14159,1934,12,8
14159,1993-02-10,users_date,14160,1993,2,10
14160,1952-12-28,users_date,14161,1952,12,28
14161,1983-08-25,users_date,14162,1983,8,25
14162,1932-10-28,users_date,14163,1932,10,28
14163,1951-10-21,users_date,14164,1951,10,21
14164,1950-02-12,users_date,14165,1950,2,12
14165,1982-11-02,users_date,14166,1982,11,2
14166,1950-11-14,users_date,14167,1950,11,14
14167,1935-10-01,users_date,14168,1935,10,1
14168,1961-08-23,users_date,14169,1961,8,23
14169,1952-06-22,users_date,14170,1952,6,22
14170,1972-11-21,users_date,14171,1972,11,21
14171,1973-11-28,users_date,14172,1973,11,28
14172,1967-08-04,users_date,14173,1967,8,4
14173,1952-01-15,users_date,14174,1952,1,15
14174,1992-09-12,users_date,14175,1992,9,12
14175,1974-05-30,users_date,14176,1974,5,30
14176,1984-05-25,users_date,14177,1984,5,25
14177,1980-12-05,users_date,14178,1980,12,5
14178,1962-12-04,users_date,14179,1962,12,4
14179,1957-12-09,users_date,14180,1957,12,9
14180,1952-08-31,users_date,14181,1952,8,31
14181,1981-04-17,users_date,14182,1981,4,17
14182,1985-01-09,users_date,14183,1985,1,9
14183,1942-12-22,users_date,14184,1942,12,22
14184,1977-09-26,users_date,14185,1977,9,26
14185,1966-05-30,users_date,14186,1966,5,30
14186,1972-01-03,users_date,14187,1972,1,3
14187,1970-06-29,users_date,14188,1970,6,29
14188,1953-06-24,users_date,14189,1953,6,24
14189,1942-10-21,users_date,14190,1942,10,21
14190,1940-10-30,users_date,14191,1940,10,30
14191,1979-02-25,users_date,14192,1979,2,25
14192,1956-04-19,users_date,14193,1956,4,19
14193,1998-07-22,users_date,14194,1998,7,22
14194,1973-11-12,users_date,14195,1973,11,12
14195,2000-01-18,users_date,14196,2000,1,18
14196,1994-11-03,users_date,14197,1994,11,3
14197,1955-02-27,users_date,14198,1955,2,27
14198,1978-02-11,users_date,14199,1978,2,11
14199,1985-12-15,users_date,14200,1985,12,15
14200,1976-09-22,users_date,14201,1976,9,22
14201,1967-05-02,users_date,14202,1967,5,2
14202,1960-02-10,users_date,14203,1960,2,10
14203,1976-08-02,users_date,14204,1976,8,2
14204,1944-06-21,users_date,14205,1944,6,21
14205,1956-12-12,users_date,14206,1956,12,12
14206,1943-12-04,users_date,14207,1943,12,4
14207,1963-04-14,users_date,14208,1963,4,14
14208,1959-10-28,users_date,14209,1959,10,28
14209,1944-06-30,users_date,14210,1944,6,30
14210,1955-01-31,users_date,14211,1955,1,31
14211,1981-06-02,users_date,14212,1981,6,2
14212,1987-05-18,users_date,14213,1987,5,18
14213,1983-05-23,users_date,14214,1983,5,23
14214,1988-09-05,users_date,14215,1988,9,5
14215,1997-10-20,users_date,14216,1997,10,20
14216,1996-03-20,users_date,14217,1996,3,20
14217,1981-09-05,users_date,14218,1981,9,5
14218,1998-05-26,users_date,14219,1998,5,26
14219,1960-02-06,users_date,14220,1960,2,6
14220,1972-08-20,users_date,14221,1972,8,20
14221,1975-12-21,users_date,14222,1975,12,21
14222,1991-03-22,users_date,14223,1991,3,22
14223,1954-08-10,users_date,14224,1954,8,10
14224,1940-07-21,users_date,14225,1940,7,21
14225,1987-05-15,users_date,14226,1987,5,15
14226,1958-12-29,users_date,14227,1958,12,29
14227,1952-09-16,users_date,14228,1952,9,16
14228,1951-03-06,users_date,14229,1951,3,6
14229,1961-12-17,users_date,14230,1961,12,17
14230,1938-09-27,users_date,14231,1938,9,27
14231,1973-03-08,users_date,14232,1973,3,8
14232,1975-12-04,users_date,14233,1975,12,4
14233,1989-12-02,users_date,14234,1989,12,2
14234,1943-01-30,users_date,14235,1943,1,30
14235,1990-09-22,users_date,14236,1990,9,22
14236,1972-12-19,users_date,14237,1972,12,19
14237,1985-08-10,users_date,14238,1985,8,10
14238,1933-12-13,users_date,14239,1933,12,13
14239,1958-04-18,users_date,14240,1958,4,18
14240,1972-10-24,users_date,14241,1972,10,24
14241,1992-03-08,users_date,14242,1992,3,8
14242,1947-09-07,users_date,14243,1947,9,7
14243,1956-06-06,users_date,14244,1956,6,6
14244,1945-06-20,users_date,14245,1945,6,20
14245,1972-06-04,users_date,14246,1972,6,4
14246,1953-10-26,users_date,14247,1953,10,26
14247,1980-07-06,users_date,14248,1980,7,6
14248,1943-02-09,users_date,14249,1943,2,9
14249,1938-07-01,users_date,14250,1938,7,1
14250,1995-10-07,users_date,14251,1995,10,7
14251,1967-02-21,users_date,14252,1967,2,21
14252,1974-05-31,users_date,14253,1974,5,31
14253,1951-12-13,users_date,14254,1951,12,13
14254,1939-09-27,users_date,14255,1939,9,27
14255,1955-02-16,users_date,14256,1955,2,16
14256,1987-09-07,users_date,14257,1987,9,7
14257,1948-01-28,users_date,14258,1948,1,28
14258,1992-08-18,users_date,14259,1992,8,18
14259,1977-12-05,users_date,14260,1977,12,5
14260,1939-03-20,users_date,14261,1939,3,20
14261,1999-02-17,users_date,14262,1999,2,17
14262,1962-05-09,users_date,14263,1962,5,9
14263,1968-06-21,users_date,14264,1968,6,21
14264,1954-04-10,users_date,14265,1954,4,10
14265,1945-01-27,users_date,14266,1945,1,27
14266,1969-10-01,users_date,14267,1969,10,1
14267,1974-04-04,users_date,14268,1974,4,4
14268,1963-03-28,users_date,14269,1963,3,28
14269,1979-05-15,users_date,14270,1979,5,15
14270,1953-04-22,users_date,14271,1953,4,22
14271,1982-06-30,users_date,14272,1982,6,30
14272,1997-07-30,users_date,14273,1997,7,30
14273,1977-12-16,users_date,14274,1977,12,16
14274,1943-05-05,users_date,14275,1943,5,5
14275,1957-08-17,users_date,14276,1957,8,17
14276,1973-08-16,users_date,14277,1973,8,16
14277,1966-09-27,users_date,14278,1966,9,27
14278,1935-12-15,users_date,14279,1935,12,15
14279,1987-02-25,users_date,14280,1987,2,25
14280,1984-01-07,users_date,14281,1984,1,7
14281,1941-12-30,users_date,14282,1941,12,30
14282,1936-07-29,users_date,14283,1936,7,29
14283,1973-01-19,users_date,14284,1973,1,19
14284,1985-06-04,users_date,14285,1985,6,4
14285,1962-05-30,users_date,14286,1962,5,30
14286,1968-08-13,users_date,14287,1968,8,13
14287,1962-12-29,users_date,14288,1962,12,29
14288,1981-10-17,users_date,14289,1981,10,17
14289,1951-03-15,users_date,14290,1951,3,15
14290,1954-03-21,users_date,14291,1954,3,21
14291,1942-08-01,users_date,14292,1942,8,1
14292,1946-08-15,users_date,14293,1946,8,15
14293,1949-02-18,users_date,14294,1949,2,18
14294,1998-01-15,users_date,14295,1998,1,15
14295,1975-12-15,users_date,14296,1975,12,15
14296,1968-12-07,users_date,14297,1968,12,7
14297,1963-06-30,users_date,14298,1963,6,30
14298,1955-08-25,users_date,14299,1955,8,25
14299,1973-06-09,users_date,14300,1973,6,9
14300,1939-01-28,users_date,14301,1939,1,28
14301,1997-10-01,users_date,14302,1997,10,1
14302,1938-04-17,users_date,14303,1938,4,17
14303,1974-09-26,users_date,14304,1974,9,26
14304,1991-05-12,users_date,14305,1991,5,12
14305,1980-10-02,users_date,14306,1980,10,2
14306,1950-10-25,users_date,14307,1950,10,25
14307,1953-08-22,users_date,14308,1953,8,22
14308,1960-11-11,users_date,14309,1960,11,11
14309,1934-12-13,users_date,14310,1934,12,13
14310,1953-05-31,users_date,14311,1953,5,31
14311,1953-02-03,users_date,14312,1953,2,3
14312,1970-06-05,users_date,14313,1970,6,5
14313,1974-01-02,users_date,14314,1974,1,2
14314,1954-05-10,users_date,14315,1954,5,10
14315,1997-07-09,users_date,14316,1997,7,9
14316,1961-11-29,users_date,14317,1961,11,29
14317,1982-11-07,users_date,14318,1982,11,7
14318,1987-05-25,users_date,14319,1987,5,25
14319,1980-12-09,users_date,14320,1980,12,9
14320,1952-02-11,users_date,14321,1952,2,11
14321,1954-01-08,users_date,14322,1954,1,8
14322,1982-07-22,users_date,14323,1982,7,22
14323,1985-04-11,users_date,14324,1985,4,11
14324,1941-04-28,users_date,14325,1941,4,28
14325,1936-08-10,users_date,14326,1936,8,10
14326,1979-01-11,users_date,14327,1979,1,11
14327,1939-01-19,users_date,14328,1939,1,19
14328,1936-11-28,users_date,14329,1936,11,28
14329,1997-01-07,users_date,14330,1997,1,7
14330,1959-03-30,users_date,14331,1959,3,30
14331,1990-12-09,users_date,14332,1990,12,9
14332,1940-06-27,users_date,14333,1940,6,27
14333,1986-04-30,users_date,14334,1986,4,30
14334,1994-01-23,users_date,14335,1994,1,23
14335,1954-04-19,users_date,14336,1954,4,19
14336,1981-03-27,users_date,14337,1981,3,27
14337,1989-06-03,users_date,14338,1989,6,3
14338,1981-12-04,users_date,14339,1981,12,4
14339,1943-03-17,users_date,14340,1943,3,17
14340,1989-09-03,users_date,14341,1989,9,3
14341,1979-05-14,users_date,14342,1979,5,14
14342,1935-04-10,users_date,14343,1935,4,10
14343,1954-10-12,users_date,14344,1954,10,12
14344,1969-07-20,users_date,14345,1969,7,20
14345,1961-01-26,users_date,14346,1961,1,26
14346,1962-04-20,users_date,14347,1962,4,20
14347,1954-12-31,users_date,14348,1954,12,31
14348,1933-09-06,users_date,14349,1933,9,6
14349,1975-06-02,users_date,14350,1975,6,2
14350,1967-09-02,users_date,14351,1967,9,2
14351,1981-05-22,users_date,14352,1981,5,22
14352,1986-08-25,users_date,14353,1986,8,25
14353,1952-12-26,users_date,14354,1952,12,26
14354,1947-01-18,users_date,14355,1947,1,18
14355,1947-11-26,users_date,14356,1947,11,26
14356,1992-07-17,users_date,14357,1992,7,17
14357,1954-04-29,users_date,14358,1954,4,29
14358,1962-10-08,users_date,14359,1962,10,8
14359,1970-07-27,users_date,14360,1970,7,27
14360,1945-05-01,users_date,14361,1945,5,1
14361,1962-10-01,users_date,14362,1962,10,1
14362,1943-01-20,users_date,14363,1943,1,20
14363,1967-03-24,users_date,14364,1967,3,24
14364,1967-06-04,users_date,14365,1967,6,4
14365,1951-01-07,users_date,14366,1951,1,7
14366,1961-03-16,users_date,14367,1961,3,16
14367,1962-10-24,users_date,14368,1962,10,24
14368,1984-05-29,users_date,14369,1984,5,29
14369,1959-09-25,users_date,14370,1959,9,25
14370,1944-01-10,users_date,14371,1944,1,10
14371,1947-12-09,users_date,14372,1947,12,9
14372,1943-11-13,users_date,14373,1943,11,13
14373,1969-06-15,users_date,14374,1969,6,15
14374,1969-06-21,users_date,14375,1969,6,21
14375,1968-04-03,users_date,14376,1968,4,3
14376,1939-01-20,users_date,14377,1939,1,20
14377,1933-04-13,users_date,14378,1933,4,13
14378,1932-07-16,users_date,14379,1932,7,16
14379,1943-12-10,users_date,14380,1943,12,10
14380,1937-07-11,users_date,14381,1937,7,11
14381,1967-03-28,users_date,14382,1967,3,28
14382,1999-04-27,users_date,14383,1999,4,27
14383,1997-02-26,users_date,14384,1997,2,26
14384,1990-03-05,users_date,14385,1990,3,5
14385,1993-06-18,users_date,14386,1993,6,18
14386,1972-06-23,users_date,14387,1972,6,23
14387,1968-07-01,users_date,14388,1968,7,1
14388,1993-07-10,users_date,14389,1993,7,10
14389,1978-02-15,users_date,14390,1978,2,15
14390,1932-11-12,users_date,14391,1932,11,12
14391,1960-10-12,users_date,14392,1960,10,12
14392,1961-10-07,users_date,14393,1961,10,7
14393,1987-02-20,users_date,14394,1987,2,20
14394,1974-09-07,users_date,14395,1974,9,7
14395,1975-10-06,users_date,14396,1975,10,6
14396,1956-01-20,users_date,14397,1956,1,20
14397,1988-08-07,users_date,14398,1988,8,7
14398,1938-12-15,users_date,14399,1938,12,15
14399,1946-11-04,users_date,14400,1946,11,4
14400,1985-08-19,users_date,14401,1985,8,19
14401,1938-04-14,users_date,14402,1938,4,14
14402,1966-10-09,users_date,14403,1966,10,9
14403,1934-03-01,users_date,14404,1934,3,1
14404,1964-11-18,users_date,14405,1964,11,18
14405,1991-05-07,users_date,14406,1991,5,7
14406,1985-09-30,users_date,14407,1985,9,30
14407,1962-08-02,users_date,14408,1962,8,2
14408,1997-10-13,users_date,14409,1997,10,13
14409,1978-10-01,users_date,14410,1978,10,1
14410,1955-07-30,users_date,14411,1955,7,30
14411,1949-08-08,users_date,14412,1949,8,8
14412,1959-01-12,users_date,14413,1959,1,12
14413,1940-11-05,users_date,14414,1940,11,5
14414,1937-09-19,users_date,14415,1937,9,19
14415,1983-06-07,users_date,14416,1983,6,7
14416,1958-06-12,users_date,14417,1958,6,12
14417,1966-06-11,users_date,14418,1966,6,11
14418,1937-09-26,users_date,14419,1937,9,26
14419,1953-09-18,users_date,14420,1953,9,18
14420,1987-05-11,users_date,14421,1987,5,11
14421,1948-07-14,users_date,14422,1948,7,14
14422,1962-07-30,users_date,14423,1962,7,30
14423,1979-12-30,users_date,14424,1979,12,30
14424,1935-11-30,users_date,14425,1935,11,30
14425,1972-06-21,users_date,14426,1972,6,21
14426,1953-03-29,users_date,14427,1953,3,29
14427,1970-02-25,users_date,14428,1970,2,25
14428,1967-06-10,users_date,14429,1967,6,10
14429,1975-06-10,users_date,14430,1975,6,10
14430,1943-06-18,users_date,14431,1943,6,18
14431,1955-10-03,users_date,14432,1955,10,3
14432,1959-01-31,users_date,14433,1959,1,31
14433,1971-03-25,users_date,14434,1971,3,25
14434,1970-07-26,users_date,14435,1970,7,26
14435,1946-02-11,users_date,14436,1946,2,11
14436,1997-05-29,users_date,14437,1997,5,29
14437,1988-12-25,users_date,14438,1988,12,25
14438,1983-11-18,users_date,14439,1983,11,18
14439,1984-06-30,users_date,14440,1984,6,30
14440,1975-08-12,users_date,14441,1975,8,12
14441,1968-12-04,users_date,14442,1968,12,4
14442,1992-09-03,users_date,14443,1992,9,3
14443,1972-05-14,users_date,14444,1972,5,14
14444,1973-07-22,users_date,14445,1973,7,22
14445,1962-06-09,users_date,14446,1962,6,9
14446,1946-09-26,users_date,14447,1946,9,26
14447,1937-08-01,users_date,14448,1937,8,1
14448,1937-07-03,users_date,14449,1937,7,3
14449,1984-10-12,users_date,14450,1984,10,12
14450,1983-11-03,users_date,14451,1983,11,3
14451,1958-06-01,users_date,14452,1958,6,1
14452,1971-01-18,users_date,14453,1971,1,18
14453,1965-10-13,users_date,14454,1965,10,13
14454,1946-12-12,users_date,14455,1946,12,12
14455,1938-07-19,users_date,14456,1938,7,19
14456,1964-12-06,users_date,14457,1964,12,6
14457,1949-05-31,users_date,14458,1949,5,31
14458,1933-11-20,users_date,14459,1933,11,20
14459,1944-12-09,users_date,14460,1944,12,9
14460,1996-06-12,users_date,14461,1996,6,12
14461,1983-10-13,users_date,14462,1983,10,13
14462,1980-07-04,users_date,14463,1980,7,4
14463,1952-05-15,users_date,14464,1952,5,15
14464,1964-11-28,users_date,14465,1964,11,28
14465,1961-03-04,users_date,14466,1961,3,4
14466,1977-08-09,users_date,14467,1977,8,9
14467,1941-05-23,users_date,14468,1941,5,23
14468,1960-07-06,users_date,14469,1960,7,6
14469,1976-08-06,users_date,14470,1976,8,6
14470,1942-09-20,users_date,14471,1942,9,20
14471,1986-02-28,users_date,14472,1986,2,28
14472,1945-11-10,users_date,14473,1945,11,10
14473,1971-12-20,users_date,14474,1971,12,20
14474,1951-10-23,users_date,14475,1951,10,23
14475,1964-09-04,users_date,14476,1964,9,4
14476,1992-08-16,users_date,14477,1992,8,16
14477,1991-04-08,users_date,14478,1991,4,8
14478,1985-12-30,users_date,14479,1985,12,30
14479,1955-02-12,users_date,14480,1955,2,12
14480,1968-01-28,users_date,14481,1968,1,28
14481,1992-08-04,users_date,14482,1992,8,4
14482,1973-02-09,users_date,14483,1973,2,9
14483,1948-08-10,users_date,14484,1948,8,10
14484,1975-08-22,users_date,14485,1975,8,22
14485,1935-01-15,users_date,14486,1935,1,15
14486,1963-01-18,users_date,14487,1963,1,18
14487,1970-03-23,users_date,14488,1970,3,23
14488,1935-09-24,users_date,14489,1935,9,24
14489,1987-02-15,users_date,14490,1987,2,15
14490,1973-10-15,users_date,14491,1973,10,15
14491,1936-11-02,users_date,14492,1936,11,2
14492,1982-09-15,users_date,14493,1982,9,15
14493,1958-09-02,users_date,14494,1958,9,2
14494,1999-03-07,users_date,14495,1999,3,7
14495,1966-08-08,users_date,14496,1966,8,8
14496,1963-12-30,users_date,14497,1963,12,30
14497,1967-12-11,users_date,14498,1967,12,11
14498,1934-06-10,users_date,14499,1934,6,10
14499,1974-10-01,users_date,14500,1974,10,1
14500,1992-06-30,users_date,14501,1992,6,30
14501,1953-01-14,users_date,14502,1953,1,14
14502,1978-09-19,users_date,14503,1978,9,19
14503,1993-09-06,users_date,14504,1993,9,6
14504,1989-03-31,users_date,14505,1989,3,31
14505,1999-05-29,users_date,14506,1999,5,29
14506,1998-08-25,users_date,14507,1998,8,25
14507,1986-11-28,users_date,14508,1986,11,28
14508,1941-08-30,users_date,14509,1941,8,30
14509,1981-10-25,users_date,14510,1981,10,25
14510,1990-04-05,users_date,14511,1990,4,5
14511,1992-11-13,users_date,14512,1992,11,13
14512,1979-04-07,users_date,14513,1979,4,7
14513,1937-09-08,users_date,14514,1937,9,8
14514,1933-03-16,users_date,14515,1933,3,16
14515,1979-08-05,users_date,14516,1979,8,5
14516,1986-03-28,users_date,14517,1986,3,28
14517,1976-10-01,users_date,14518,1976,10,1
14518,1974-06-17,users_date,14519,1974,6,17
14519,1946-01-05,users_date,14520,1946,1,5
14520,1936-04-04,users_date,14521,1936,4,4
14521,1972-03-04,users_date,14522,1972,3,4
14522,1933-02-02,users_date,14523,1933,2,2
14523,1948-09-16,users_date,14524,1948,9,16
14524,1969-07-03,users_date,14525,1969,7,3
14525,1972-09-09,users_date,14526,1972,9,9
14526,1966-10-25,users_date,14527,1966,10,25
14527,1977-07-07,users_date,14528,1977,7,7
14528,1965-02-08,users_date,14529,1965,2,8
14529,1982-03-23,users_date,14530,1982,3,23
14530,1984-10-20,users_date,14531,1984,10,20
14531,1972-04-27,users_date,14532,1972,4,27
14532,1959-04-29,users_date,14533,1959,4,29
14533,1979-08-23,users_date,14534,1979,8,23
14534,1973-05-30,users_date,14535,1973,5,30
14535,1967-12-26,users_date,14536,1967,12,26
14536,1941-02-01,users_date,14537,1941,2,1
14537,1996-06-09,users_date,14538,1996,6,9
14538,1957-02-17,users_date,14539,1957,2,17
14539,1980-06-11,users_date,14540,1980,6,11
14540,1984-09-17,users_date,14541,1984,9,17
14541,1996-03-13,users_date,14542,1996,3,13
14542,1979-11-04,users_date,14543,1979,11,4
14543,1977-04-17,users_date,14544,1977,4,17
14544,1999-04-10,users_date,14545,1999,4,10
14545,1996-12-10,users_date,14546,1996,12,10
14546,1999-08-10,users_date,14547,1999,8,10
14547,1954-09-13,users_date,14548,1954,9,13
14548,1976-06-09,users_date,14549,1976,6,9
14549,1989-12-04,users_date,14550,1989,12,4
14550,1974-02-08,users_date,14551,1974,2,8
14551,1994-01-04,users_date,14552,1994,1,4
14552,1965-06-05,users_date,14553,1965,6,5
14553,1981-06-18,users_date,14554,1981,6,18
14554,1982-08-01,users_date,14555,1982,8,1
14555,1959-11-06,users_date,14556,1959,11,6
14556,1992-09-13,users_date,14557,1992,9,13
14557,1998-10-22,users_date,14558,1998,10,22
14558,1973-01-06,users_date,14559,1973,1,6
14559,1948-05-24,users_date,14560,1948,5,24
14560,1972-02-10,users_date,14561,1972,2,10
14561,1976-04-02,users_date,14562,1976,4,2
14562,1966-09-03,users_date,14563,1966,9,3
14563,1984-11-09,users_date,14564,1984,11,9
14564,1942-09-19,users_date,14565,1942,9,19
14565,1998-10-10,users_date,14566,1998,10,10
14566,1961-06-19,users_date,14567,1961,6,19
14567,1977-11-27,users_date,14568,1977,11,27
14568,1959-10-16,users_date,14569,1959,10,16
14569,1999-08-01,users_date,14570,1999,8,1
14570,1965-08-07,users_date,14571,1965,8,7
14571,1966-01-21,users_date,14572,1966,1,21
14572,2000-03-08,users_date,14573,2000,3,8
14573,1972-03-26,users_date,14574,1972,3,26
14574,1974-07-06,users_date,14575,1974,7,6
14575,1961-08-08,users_date,14576,1961,8,8
14576,1966-02-19,users_date,14577,1966,2,19
14577,1959-07-06,users_date,14578,1959,7,6
14578,1942-11-10,users_date,14579,1942,11,10
14579,1934-01-20,users_date,14580,1934,1,20
14580,1974-12-10,users_date,14581,1974,12,10
14581,1962-05-04,users_date,14582,1962,5,4
14582,1962-02-15,users_date,14583,1962,2,15
14583,1990-02-24,users_date,14584,1990,2,24
14584,1933-05-19,users_date,14585,1933,5,19
14585,1953-01-30,users_date,14586,1953,1,30
14586,1999-05-09,users_date,14587,1999,5,9
14587,1997-11-15,users_date,14588,1997,11,15
14588,1937-05-03,users_date,14589,1937,5,3
14589,1985-01-07,users_date,14590,1985,1,7
14590,1984-05-07,users_date,14591,1984,5,7
14591,1937-12-12,users_date,14592,1937,12,12
14592,1941-11-02,users_date,14593,1941,11,2
14593,1972-06-13,users_date,14594,1972,6,13
14594,1995-07-26,users_date,14595,1995,7,26
14595,1962-12-21,users_date,14596,1962,12,21
14596,1958-09-18,users_date,14597,1958,9,18
14597,1986-03-06,users_date,14598,1986,3,6
14598,1943-08-04,users_date,14599,1943,8,4
14599,1989-08-06,users_date,14600,1989,8,6
14600,1965-02-12,users_date,14601,1965,2,12
14601,1944-09-07,users_date,14602,1944,9,7
14602,1985-05-29,users_date,14603,1985,5,29
14603,1956-10-14,users_date,14604,1956,10,14
14604,1993-01-24,users_date,14605,1993,1,24
14605,1982-03-30,users_date,14606,1982,3,30
14606,1966-11-04,users_date,14607,1966,11,4
14607,1956-05-26,users_date,14608,1956,5,26
14608,1972-09-20,users_date,14609,1972,9,20
14609,1945-12-29,users_date,14610,1945,12,29
14610,1994-09-19,users_date,14611,1994,9,19
14611,1999-03-04,users_date,14612,1999,3,4
14612,1991-12-27,users_date,14613,1991,12,27
14613,1935-07-23,users_date,14614,1935,7,23
14614,1999-12-16,users_date,14615,1999,12,16
14615,1967-11-15,users_date,14616,1967,11,15
14616,1969-10-14,users_date,14617,1969,10,14
14617,1953-01-19,users_date,14618,1953,1,19
14618,1956-06-17,users_date,14619,1956,6,17
14619,1957-01-17,users_date,14620,1957,1,17
14620,1984-04-19,users_date,14621,1984,4,19
14621,1972-06-07,users_date,14622,1972,6,7
14622,1964-08-30,users_date,14623,1964,8,30
14623,1932-06-18,users_date,14624,1932,6,18
14624,1964-09-08,users_date,14625,1964,9,8
14625,1936-05-17,users_date,14626,1936,5,17
14626,1972-11-03,users_date,14627,1972,11,3
14627,1950-03-19,users_date,14628,1950,3,19
14628,1934-07-13,users_date,14629,1934,7,13
14629,1974-07-14,users_date,14630,1974,7,14
14630,1967-04-26,users_date,14631,1967,4,26
14631,1987-09-24,users_date,14632,1987,9,24
14632,1991-05-04,users_date,14633,1991,5,4
14633,1933-10-13,users_date,14634,1933,10,13
14634,1948-09-06,users_date,14635,1948,9,6
14635,1999-10-22,users_date,14636,1999,10,22
14636,1952-10-01,users_date,14637,1952,10,1
14637,1984-04-12,users_date,14638,1984,4,12
14638,1943-10-23,users_date,14639,1943,10,23
14639,1978-03-02,users_date,14640,1978,3,2
14640,1936-11-24,users_date,14641,1936,11,24
14641,1976-05-10,users_date,14642,1976,5,10
